CellID,initial_size_spliced,initial_size_unspliced,initial_size,n_counts,cell_cycle_theta
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_B06.out.bam,1574130,153039,1574130.0,930198.1,0.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C01.out.bam,1464380,240785,1464380.0,962738.75,0.54
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C03.out.bam,1506596,144792,1506596.0,898623.25,0.63
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C05.out.bam,406286,51324,406286.0,952661.7,0.87
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_C06.out.bam,310210,31696,310210.0,920109.25,0.87
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D01.out.bam,1454069,268530,1454069.0,923540.75,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D02.out.bam,1277027,148921,1277027.0,893559.06,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D03.out.bam,1378317,176273,1378317.0,954893.8,0.43999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D04.out.bam,787816,50134,787816.0,909936.7,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D05.out.bam,1153733,93468,1153733.0,906840.1,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D06.out.bam,1669509,182000,1669509.0,934007.5,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E01.out.bam,368485,36800,368485.0,977400.06,0.010000000000000009
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E03.out.bam,1119264,163634,1119264.0,960477.94,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E05.out.bam,829870,85985,829870.0,943028.94,0.25
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G02.out.bam,975646,76686,975646.0,929771.44,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G03.out.bam,1824815,218152,1824815.0,937772.0,0.55
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G04.out.bam,1369801,193645,1369801.0,943806.56,0.47
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G05.out.bam,502712,49686,502712.0,977573.9,0.48
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H01.out.bam,1103909,417769,1103909.0,932515.9,0.43999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H02.out.bam,1299502,152604,1299502.0,933935.56,0.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H03.out.bam,967288,130057,967288.0,926605.7,0.64
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H05.out.bam,1422839,134847,1422839.0,942364.9,0.77
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I03.out.bam,1085260,72520,1085260.0,935491.7,0.42000000000000004
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I04.out.bam,253978,55149,253978.0,916591.1,0.77
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I05.out.bam,952711,102244,952711.0,957870.06,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J02.out.bam,1913217,236631,1913217.0,944662.5,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J03.out.bam,975370,114062,975370.0,960751.75,0.48
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J04.out.bam,1290840,74683,1290840.0,929401.25,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J05.out.bam,888059,95076,888059.0,946144.0,0.75
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K01.out.bam,290155,64211,290155.0,971159.6,0.30999999999999994
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K03.out.bam,994348,103764,994348.0,946732.94,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K04.out.bam,960577,56262,960577.0,956435.9,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K05.out.bam,761983,54005,761983.0,977901.25,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K06.out.bam,1339073,95363,1339073.0,943724.44,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L01.out.bam,1508853,204624,1508853.0,968630.0,0.53
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L02.out.bam,630595,37461,630595.0,969493.1,0.24
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L04.out.bam,612834,118825,612834.0,947732.6,0.63
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L06.out.bam,1055176,119251,1055176.0,966961.5,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M01.out.bam,1565702,267770,1565702.0,994046.06,0.61
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M04.out.bam,718211,98548,718211.0,977873.2,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M05.out.bam,1478780,87399,1478780.0,986407.0,0.54
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M06.out.bam,412234,26267,412234.0,1007494.56,0.98
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N01.out.bam,725515,113338,725515.0,961711.8,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N02.out.bam,1577839,309006,1577839.0,951034.25,0.42999999999999994
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N03.out.bam,531848,47445,531848.0,817151.1,0.85
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N04.out.bam,1446230,116568,1446230.0,933350.4,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N05.out.bam,1287033,143560,1287033.0,955919.8,0.52
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N06.out.bam,1025855,196510,1025855.0,953961.8,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O01.out.bam,751008,61221,751008.0,934561.56,0.20999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O02.out.bam,1223758,268616,1223758.0,959131.8,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O03.out.bam,1434657,260223,1434657.0,972322.75,0.49
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O05.out.bam,1257117,247545,1257117.0,957902.0,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_P05.out.bam,324476,50024,324476.0,958056.1,0.55
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_A02.out.bam,412357,32591,412357.0,977097.8,0.44999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_A04.out.bam,5790619,317663,5790619.0,967353.94,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_A06.out.bam,376233,20458,376233.0,1022110.7,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B01.out.bam,3714132,437978,3714132.0,979678.9,0.28
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B03.out.bam,144932,10406,144932.0,982068.8,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B05.out.bam,419081,33042,419081.0,977872.56,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B06.out.bam,267139,11668,267139.0,994793.7,0.74
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_C02.out.bam,272180,25716,272180.0,971705.75,0.77
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_C03.out.bam,1903605,147549,1903605.0,951401.75,0.75
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_C06.out.bam,189978,11407,189978.0,939566.1,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D02.out.bam,757483,106704,757483.0,1001185.7,0.64
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D03.out.bam,959895,97793,959895.0,951432.1,0.62
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D04.out.bam,819651,64099,819651.0,971632.44,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D05.out.bam,666893,81622,666893.0,966774.1,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D06.out.bam,124422,11169,124422.0,999491.75,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_E02.out.bam,177010,30826,177010.0,960835.5,0.61
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F01.out.bam,3101254,166297,3101254.0,936007.8,0.88
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F02.out.bam,706161,72742,706161.0,978709.6,0.45999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F03.out.bam,1297918,176718,1297918.0,892180.56,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F05.out.bam,1768356,204419,1768356.0,997797.0,0.88
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F06.out.bam,6011560,202474,6011560.0,976598.75,0.10999999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_G01.out.bam,3249702,311244,3249702.0,928010.3,0.21999999999999997
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_G04.out.bam,962506,101880,962506.0,974681.0,0.55
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_G05.out.bam,1010840,105378,1010840.0,966016.4,0.45999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H01.out.bam,277526,28285,277526.0,989743.4,0.36
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H02.out.bam,2096742,488500,2096742.0,947153.56,0.94
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H04.out.bam,1419518,178130,1419518.0,950648.2,0.42999999999999994
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H05.out.bam,819254,145925,819254.0,961501.25,0.5800000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H06.out.bam,179066,41982,179066.0,958085.56,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I01.out.bam,207901,21743,207901.0,998121.75,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I04.out.bam,257829,40183,257829.0,966892.75,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I05.out.bam,218383,26819,218383.0,986553.56,0.5800000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I06.out.bam,728466,81057,728466.0,977285.4,0.6799999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J01.out.bam,401837,47850,401837.0,962461.75,0.48
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J03.out.bam,198631,26374,198631.0,973167.9,0.49
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J05.out.bam,3904827,339394,3904827.0,952965.75,0.89
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J06.out.bam,339244,27084,339244.0,953074.7,0.6799999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K02.out.bam,769916,201321,769916.0,954643.2,0.5800000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K03.out.bam,550419,98570,550419.0,954861.5,0.6499999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K04.out.bam,1866812,220507,1866812.0,912841.06,0.45999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K05.out.bam,200053,17110,200053.0,962809.6,0.63
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K06.out.bam,1003236,94257,1003236.0,945544.75,0.54
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_L02.out.bam,1126727,148630,1126727.0,954580.2,0.74
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_L05.out.bam,1388184,159768,1388184.0,940770.2,0.6799999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M03.out.bam,8239922,495814,8239922.0,1000920.44,0.87
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M04.out.bam,1992387,369866,1992387.0,959155.7,0.5800000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M05.out.bam,1492903,241890,1492903.0,933900.6,0.76
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M06.out.bam,493711,33310,493711.0,987385.9,0.6499999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N01.out.bam,1199933,298577,1199933.0,892415.6,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N03.out.bam,2998981,256130,2998981.0,948373.06,0.19999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N04.out.bam,2197116,244819,2197116.0,936725.8,0.8
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N06.out.bam,1455169,281783,1455169.0,960711.1,0.64
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O01.out.bam,723585,97732,723585.0,942162.8,0.73
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O03.out.bam,2150892,169621,2150892.0,957061.56,0.96
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O04.out.bam,1715315,207971,1715315.0,939893.56,0.31999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O05.out.bam,2689281,188853,2689281.0,982052.3,0.16999999999999993
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P01.out.bam,2451244,171035,2451244.0,980845.25,1.0
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P03.out.bam,275196,29760,275196.0,971878.44,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P04.out.bam,2419115,233782,2419115.0,971919.7,0.92
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P05.out.bam,1068639,96542,1068639.0,971852.75,0.94
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A02.out.bam,475327,35286,475327.0,884828.3,0.85
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A03.out.bam,1654757,171625,1654757.0,953123.44,0.74
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A04.out.bam,414987,24809,414987.0,985699.75,0.29000000000000004
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A05.out.bam,1307709,48604,1307709.0,933930.0,0.29000000000000004
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B01.out.bam,1300103,183150,1300103.0,972787.0,0.61
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B02.out.bam,1239253,147456,1239253.0,933857.44,0.61
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B03.out.bam,1884728,194726,1884728.0,973947.9,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B04.out.bam,943488,153415,943488.0,985341.4,0.6799999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B05.out.bam,1211456,212207,1211456.0,969592.7,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C01.out.bam,1117331,82228,1117331.0,950638.94,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C02.out.bam,493539,59088,493539.0,941931.4,0.24
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C03.out.bam,1186111,166262,1186111.0,931917.25,0.5700000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C04.out.bam,323993,18567,323993.0,989449.56,0.91
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C05.out.bam,957534,103453,957534.0,987431.3,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D01.out.bam,1302409,144520,1302409.0,966253.94,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D02.out.bam,1428011,132610,1428011.0,970971.3,0.59
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D03.out.bam,551738,97604,551738.0,1006680.5,0.88
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D04.out.bam,560288,31887,560288.0,939568.4,0.78
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D05.out.bam,871249,207503,871249.0,985955.7,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E01.out.bam,1277772,127926,1277772.0,932698.94,0.76
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E02.out.bam,966002,131332,966002.0,972055.75,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E03.out.bam,1419581,167421,1419581.0,973647.8,0.78
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E04.out.bam,438099,22537,438099.0,1000665.6,0.26
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E05.out.bam,591505,21441,591505.0,952071.3,0.17999999999999994
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F01.out.bam,521935,28696,521935.0,931591.75,0.24
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F02.out.bam,963037,268890,963037.0,955416.75,0.62
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F03.out.bam,1516986,214269,1516986.0,949206.5,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F04.out.bam,1468796,156984,1468796.0,972918.4,0.51
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F05.out.bam,448240,21478,448240.0,977087.56,0.010000000000000009
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G01.out.bam,1194183,174414,1194183.0,957282.7,0.79
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G02.out.bam,1022361,97686,1022361.0,928481.75,0.44999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G03.out.bam,485385,36249,485385.0,926963.2,0.88
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G04.out.bam,1950704,170582,1950704.0,974396.56,0.5800000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G05.out.bam,1179410,60029,1179410.0,994569.5,0.22999999999999998
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H01.out.bam,359629,16932,359629.0,991246.0,0.98
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H02.out.bam,370944,15901,370944.0,988399.6,1.0
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H03.out.bam,1102941,109084,1102941.0,973407.5,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H04.out.bam,925519,140475,925519.0,982148.1,0.72
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H05.out.bam,904704,72136,904704.0,984648.1,0.45999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I01.out.bam,511873,47644,511873.0,1000075.6,0.21999999999999997
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I02.out.bam,1604280,148690,1604280.0,958705.25,0.7
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I03.out.bam,1241982,154895,1241982.0,940918.06,0.43999999999999995
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I04.out.bam,1232630,89536,1232630.0,955391.4,0.44999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I05.out.bam,1472101,168507,1472101.0,949022.1,0.6599999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J01.out.bam,697770,184255,697770.0,998256.6,0.5800000000000001
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J02.out.bam,990479,106918,990479.0,926233.75,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J03.out.bam,1239099,147917,1239099.0,947645.4,0.6799999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J04.out.bam,1942457,299444,1942457.0,941054.75,0.62
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J05.out.bam,567710,43584,567710.0,965370.0,0.26
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K01.out.bam,1153635,168103,1153635.0,984431.06,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K02.out.bam,959564,146653,959564.0,942835.25,0.62
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K03.out.bam,1964393,289361,1964393.0,992275.7,0.62
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K04.out.bam,1058447,154232,1058447.0,959461.2,0.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K05.out.bam,1382307,117444,1382307.0,962046.5,0.76
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L01.out.bam,578506,42696,578506.0,996302.1,0.20999999999999996
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L02.out.bam,1089822,148548,1089822.0,943289.06,0.76
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L03.out.bam,246130,9048,246130.0,1037723.6,1.0
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L04.out.bam,419672,31527,419672.0,1000950.56,0.91
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L05.out.bam,1150758,96300,1150758.0,962747.5,0.71
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N01.out.bam,1164816,200506,1164816.0,953628.44,0.48
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N02.out.bam,911337,174853,911337.0,998562.5,0.6699999999999999
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N03.out.bam,735852,90977,735852.0,954571.44,0.84
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N04.out.bam,840363,161819,840363.0,976751.4,0.69
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P01.out.bam,638271,46283,638271.0,985866.06,0.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P02.out.bam,432179,22115,432179.0,1015219.9,1.0
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P03.out.bam,511230,32449,511230.0,1010336.5,0.99
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P04.out.bam,254836,26225,254836.0,891163.9,0.95
