CellID,initial_size_spliced,initial_size_unspliced,initial_size,n_counts,velocity_self_transition,velocity_length,velocity_confidence,velocity_confidence_transition,root_cells,end_points,velocity_pseudotime
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_I07.out.bam,633009,38709,633009.0,988531.1,0.060461044,669.94,0.6451277136802673,0.8946478,0.33906563680720114,0.0830292405607649,0.12892644107341766
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_J04.out.bam,1207413,66925,1207413.0,979761.7,0.06662667,727.82,0.7108079791069031,0.8968808,0.29786165626296,0.23235066247639438,0.09465398639440536
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_J05.out.bam,1647794,100240,1647794.0,1000381.56,0.05227822,277.44,0.42577216029167175,0.9270825,1.0,0.0624470898080419,0.06164051219820976
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_J08.out.bam,527673,80299,527673.0,897681.6,0.64464855,205.55,0.3395019471645355,0.2601445,0.5041595716069347,0.12707089379521866,0.15225355327129364
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_K01.out.bam,939066,40122,939066.0,955251.2,0.041278422,712.64,0.6833938360214233,0.933964,0.47893410041691353,0.08489361050612675,0.13467568159103394
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_K02.out.bam,2368644,87094,2368644.0,974611.25,0.10032433,294.32,0.30789893865585327,0.8586735,0.5797684420875955,0.31973040947015435,0.5653621554374695
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_K03.out.bam,861984,60725,861984.0,1001147.4,0.0034152865,666.0,0.7751243710517883,0.9401788,0.3252445043360221,0.1565083641058275,0.09381729364395142
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_K05.out.bam,1245575,75634,1245575.0,970576.8,0.0031215549,925.24,0.9194712042808533,0.97772765,0.3249135720950457,0.030082806302439227,0.0864008292555809
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_L02.out.bam,990314,43535,990314.0,991445.94,0.0028921366,857.84,0.9219167828559875,0.9803975,0.40013195595858686,0.054264366834865886,0.07506149262189865
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_L03.out.bam,711887,88027,711887.0,970744.1,0.69629896,411.09,0.20343585312366486,0.15322375,0.09486124227714347,0.2871869166789291,0.42026105523109436
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_L04.out.bam,1240595,86472,1240595.0,979786.4,0.45648402,181.81,0.32214927673339844,0.5043559,0.5021515857602414,0.1632559543216891,0.1331152468919754
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_L07.out.bam,2491518,97029,2491518.0,980610.44,0.004880011,472.47,0.07107463479042053,0.9763181,0.8562350209667966,0.14938801976045074,0.5464259386062622
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_M08.out.bam,1959642,106649,1959642.0,1007719.7,0.08007091,447.39,0.5658733248710632,0.8818032,0.333123912400233,0.1527135783377287,0.10637348890304565
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_N06.out.bam,1841453,131118,1841453.0,1002490.6,0.6864243,467.8,0.20347584784030914,0.19892375,0.16327908224824245,0.1954075272595656,0.3825377821922302
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_O03.out.bam,1318964,33242,1318964.0,916261.44,0.0069274306,409.58,0.0,0.9786665,0.4221742308171274,0.2945685404765296,0.84176105260849
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_O04.out.bam,706083,37433,706083.0,913982.7,0.4972689,245.69,0.11248821765184402,0.48569018,0.5247643814364843,0.1475527761966843,0.15088777244091034
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_O05.out.bam,1304820,91641,1304820.0,947057.3,0.29630816,108.71,0.1952114999294281,0.67085856,0.6577644350375743,0.11964019970286253,0.10442779213190079
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_O06.out.bam,1856932,199515,1856932.0,992575.7,0.66957444,453.31,0.31665652990341187,0.24469586,0.1100097426727276,0.22747213653285,0.3949701488018036
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_O07.out.bam,1050630,85459,1050630.0,984389.4,0.298281,150.48,0.0,0.6815754,0.31403805164409315,0.12322047838900298,0.11308515071868896
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_P01.out.bam,492134,19868,492134.0,1030258.8,0.12485498,503.34,0.6851378083229065,0.9225757,0.4019280161737812,0.18883719124608936,0.18664705753326416
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_P04.out.bam,1144456,89073,1144456.0,1000115.94,0.7398098,365.58,0.2562547028064728,0.10258442,0.09563479539871025,0.45946382521218226,0.4329585134983063
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_P05.out.bam,1020060,60219,1020060.0,954436.9,0.37376082,402.84,0.4701772630214691,0.62304264,0.35300210836161894,0.1633993495625512,0.13543429970741272
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_2_P07.out.bam,694676,33810,694676.0,981289.8,0.09692007,226.14,0.6477480530738831,0.87921214,0.4141887245541287,0.16627804634711893,0.08760152012109756
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_D02.out.bam,2083631,236299,2083631.0,977489.7,0.7449017,364.85,0.2878636121749878,-0.0405376,0.16993056822628552,0.4071467174024843,0.23289579153060913
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_E01.out.bam,2293438,109900,2293438.0,973610.4,0.29573315,243.35,0.0,0.6630096,0.16376328305655863,0.3635305197512844,0.6489680409431458
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_H02.out.bam,843277,46907,843277.0,979941.75,0.062083542,285.82,0.09320075809955597,0.9221569,0.42553128008834457,0.08537140954665237,0.09059495478868484
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_I01.out.bam,2032992,115893,2032992.0,979380.5,0.6678914,220.74,0.08744531869888306,0.22593528,0.4777744341258163,0.24924019380521562,0.18763628602027893
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_J02.out.bam,2042499,84830,2042499.0,946717.2,0.01827854,530.81,0.5002219676971436,0.95724237,0.4814933309723726,0.2186932667097879,0.14726613461971283
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_K01.out.bam,751582,52641,751582.0,994188.2,0.01565206,983.06,0.7466150522232056,0.9643978,0.4124204958582336,0.08723900330915338,0.05772146210074425
onefilepercell_JR1227_1_1_G19_and_others_BYWTI:JR1227_1_3_L02.out.bam,1057577,30347,1057577.0,938525.5,0.030739188,474.35,0.0,0.9554456,0.6640520126616258,0.3456488461784516,0.2414901703596115
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_1_A12.out.bam,388082,33559,388082.0,997433.5,0.7549311,295.01,0.48591744899749756,0.048578314,0.012812128490888324,0.4848955805617457,0.43216776847839355
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_1_E04.out.bam,236627,18178,236627.0,969658.56,0.47711062,587.6,0.5756988525390625,0.51494694,0.034571878142871805,0.4556770133151123,0.39286598563194275
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_1_F09.out.bam,897424,110053,897424.0,975816.25,0.44631606,527.58,0.4271208941936493,0.56334513,0.01605473928938645,0.6137800519054395,0.43526968359947205
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_1_H07.out.bam,2200191,113251,2200191.0,953076.5,0.48457575,172.85,0.313381165266037,0.47827837,0.6559244406530228,0.13230162548879854,0.17764633893966675
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_2_O04.out.bam,549047,58803,549047.0,962772.44,0.0018826127,1082.57,0.9604726433753967,0.9801347,0.3348242506546088,0.16410617757848087,0.08781298249959946
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_3_B12.out.bam,1685367,168366,1685367.0,948262.5,0.32136846,549.62,0.0035440002102404833,0.6456937,0.1335999532809122,0.4857787621802516,0.40403106808662415
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_3_K06.out.bam,1502971,183730,1502971.0,969216.5,0.7761906,391.7,0.5138377547264099,0.08369655,0.042511533319388,0.439961778565026,0.43389326333999634
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_A03.out.bam,1657620,286175,1657620.0,956343.0,0.33225542,606.97,0.4766790568828583,0.66305137,0.024271044858190552,0.2461546692523714,0.36588531732559204
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_A05.out.bam,500915,48976,500915.0,783561.06,0.21485686,304.41,0.512319028377533,0.7537787,0.39094703049457236,0.22448512988948766,0.1145949512720108
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_B01.out.bam,1210694,268249,1210694.0,914838.6,0.41308314,502.47,0.5377461910247803,0.6007271,0.08725468556070189,0.4318988250518286,0.3950441777706146
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_B05.out.bam,708506,65327,708506.0,895798.1,0.3175794,470.2,0.5967543125152588,0.7605035,0.16151707997055487,0.24998763573377195,0.20214669406414032
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_C03.out.bam,1506596,144792,1506596.0,896580.7,0.62297404,305.38,0.5866014957427979,0.43645486,0.031806707092460355,0.48776454648645656,0.3423837721347809
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_C05.out.bam,406286,51324,406286.0,954172.06,0.19605243,466.72,0.5379070043563843,0.79076046,0.28573993753681354,0.28632630660036174,0.20513544976711273
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_C06.out.bam,310210,31696,310210.0,922703.4,0.53377044,234.36,0.4159270226955414,0.4379667,0.6053700442040026,0.11714156852929103,0.17726510763168335
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_D02.out.bam,1277027,148921,1277027.0,886694.75,0.72875637,528.97,0.5128663182258606,0.13758719,0.03351105500632385,0.4512294218532671,0.43618637323379517
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_D04.out.bam,787816,50134,787816.0,914517.6,0.41244924,427.65,0.7021400928497314,0.52852756,0.24609804449880757,0.13115851230765393,0.0988970398902893
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_D05.out.bam,1153733,93468,1153733.0,907975.1,0.7514123,286.75,0.5234230756759644,0.11532281,0.012516924990301517,0.523208351913176,0.3642372190952301
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_E01.out.bam,368485,36800,368485.0,976870.25,0.0010151863,803.56,0.9571868181228638,0.9835975,0.42392075477413,0.0,0.09352179616689682
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_E05.out.bam,829870,85985,829870.0,946826.3,0.03991419,433.9,0.3671192228794098,0.94317985,0.693478878419086,0.13274170114036868,0.12454362213611603
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_G04.out.bam,1369801,193645,1369801.0,940636.6,0.4009272,582.61,0.5205773711204529,0.5964445,0.01923419450947397,0.5102004374386271,0.43406644463539124
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_H03.out.bam,967288,130057,967288.0,927611.4,0.5907486,556.87,0.3367907702922821,0.38199064,0.06598293187190754,0.41143003869519607,0.38606560230255127
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_J02.out.bam,1913217,236631,1913217.0,940832.7,0.6856977,306.28,0.3919045031070709,0.1899891,0.011722985703764238,0.6075527346724647,0.4190990626811981
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_J04.out.bam,1290840,74683,1290840.0,930328.4,0.7051756,453.14,0.48736926913261414,0.2092131,0.015023261727251314,0.532430404434023,0.4030233323574066
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_K01.out.bam,290155,64211,290155.0,972937.25,0.1379587,594.8,0.8115447759628296,0.88680136,0.6747910915870216,0.2420016832105493,0.20436938107013702
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_K06.out.bam,1339073,95363,1339073.0,945442.06,0.6178968,391.23,0.3062918782234192,0.30870396,0.010744859665429873,0.3942452697611452,0.4165385663509369
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_L01.out.bam,1508853,204624,1508853.0,966353.9,0.42756766,355.99,0.5553101301193237,0.59947175,0.08583409770669397,0.46560854022384884,0.3733619749546051
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_L02.out.bam,630595,37461,630595.0,973147.2,0.008265138,1198.47,0.8395839333534241,0.964387,0.4569185745569115,0.08464156013977674,0.1656932532787323
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_M06.out.bam,412234,26267,412234.0,1010782.6,0.007155597,702.26,0.9164156317710876,0.97204816,0.5074268405699843,0.01371095673255054,0.08277025073766708
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_N01.out.bam,725515,113338,725515.0,965896.56,0.0,1036.52,0.9666905403137207,0.9860452,0.355278084595024,0.01674459145399095,0.10417527705430984
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_N03.out.bam,531848,47445,531848.0,817147.5,0.51321745,255.76,0.20156806707382202,0.44645062,0.5554865831723063,0.13545434964000047,0.1823248714208603
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_N04.out.bam,1446230,116568,1446230.0,933345.7,0.77028596,415.03,0.44055110216140747,0.081823185,0.07974492614574308,0.5874488080337119,0.449077844619751
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_O01.out.bam,751008,61221,751008.0,937871.2,0.07838434,847.98,0.7031051516532898,0.8815987,0.27344318167635656,0.23925394153967597,0.13497883081436157
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_4_O03.out.bam,1434657,260223,1434657.0,971418.5,0.54653025,580.91,0.5144615769386292,0.40533432,0.015609195692786968,0.3038689937083746,0.4092961251735687
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_A02.out.bam,412357,32591,412357.0,976511.06,0.6003002,396.77,0.5190911293029785,0.42786518,0.011514804311849746,0.4897629854109677,0.4275553822517395
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_A04.out.bam,5790619,317663,5790619.0,964221.75,0.063355565,872.59,0.8551759123802185,0.8879316,0.45996533243498516,0.07299335934836224,0.12610171735286713
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_A06.out.bam,376233,20458,376233.0,1023163.1,0.0050150156,1392.99,0.9380660057067871,0.9786981,0.5534490434471124,0.05059088152102111,0.11622153967618942
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_B05.out.bam,419081,33042,419081.0,976015.7,0.77042407,286.75,0.3553919196128845,0.10650881,0.006949625677220234,0.6307227640783374,0.4190005660057068
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_B06.out.bam,267139,11668,267139.0,994500.4,0.5656315,423.87,0.536886990070343,0.41601333,0.06349317910526224,0.5227555643105187,0.34744182229042053
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_C03.out.bam,1903605,147549,1903605.0,947253.94,0.7133867,436.14,0.5248904824256897,0.13298053,0.011371103328177836,0.35822211396283954,0.43622997403144836
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_D03.out.bam,959895,97793,959895.0,938794.94,0.7276864,270.2,0.5026895403862,0.15824543,0.017420785708921235,0.46637646521230613,0.4154863655567169
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_F01.out.bam,3101254,166297,3101254.0,941005.1,0.19948745,249.8,0.0,0.7890174,0.6407814388586985,0.2216295905145183,0.1310638189315796
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_F02.out.bam,706161,72742,706161.0,980218.06,0.5745877,383.19,0.5778480172157288,0.48845133,0.03325093879010089,0.6328205066192494,0.3575149476528168
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_F03.out.bam,1297918,176718,1297918.0,889017.56,0.6976867,305.64,0.42811423540115356,0.084185705,0.05213023369110817,0.5738307138448854,0.4173084497451782
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_F06.out.bam,6011560,202474,6011560.0,982198.4,0.12686324,341.31,0.8008889555931091,0.8470062,0.14690369536654124,0.6173646955211692,0.3800783157348633
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_H05.out.bam,819254,145925,819254.0,956388.2,0.465196,313.5,0.5601539611816406,0.580793,0.06304001254375455,0.43003045582733346,0.3548542261123657
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_K04.out.bam,1866812,220507,1866812.0,912281.3,0.7446026,371.58,0.4865603744983673,0.14555001,0.018081238373065602,0.4115824377239133,0.40599656105041504
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_K06.out.bam,1003236,94257,1003236.0,941192.94,0.49160057,348.7,0.6365380883216858,0.5373443,0.05443922027664506,0.4369330622415933,0.3491164743900299
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_L02.out.bam,1126727,148630,1126727.0,953479.25,0.73488677,372.11,0.5148337483406067,0.1734347,0.017345990019476138,0.34936364181732055,0.4341742992401123
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_M06.out.bam,493711,33310,493711.0,985893.8,0.80730057,307.81,0.47793254256248474,0.016921973,0.032520669740075586,0.40414052368098563,0.43750470876693726
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_N03.out.bam,2998981,256130,2998981.0,950806.9,0.035763264,916.55,0.7231897115707397,0.93311995,0.303058544459843,0.1259066370293225,0.11356806755065918
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_N04.out.bam,2197116,244819,2197116.0,940549.0,0.20173025,417.62,0.6045874357223511,0.7891228,0.21946354321486727,0.2784175726814387,0.18491239845752716
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_O01.out.bam,723585,97732,723585.0,935379.6,0.71389043,366.98,0.488170862197876,0.13736534,0.021876674454956634,0.4876625223127166,0.4334699213504791
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_O03.out.bam,2150892,169621,2150892.0,961025.94,0.280043,324.46,0.07522337883710861,0.700436,0.6708302868300423,0.12428069909617954,0.15308237075805664
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_5_P01.out.bam,2451244,171035,2451244.0,987341.25,0.017382622,640.75,0.9720972776412964,0.961687,0.44624303640428103,0.03550850667288077,0.11000428348779678
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_A02.out.bam,475327,35286,475327.0,888810.0,0.58861387,281.0,0.4080451428890228,0.38574973,0.191611503755104,0.2831033759805527,0.2078433781862259
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_A03.out.bam,1654757,171625,1654757.0,955153.9,0.32235628,352.89,0.5429521799087524,0.6702739,0.14443503563108362,0.5006545369065862,0.39652761816978455
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_A04.out.bam,414987,24809,414987.0,989616.1,0.7176975,283.06,0.2415321320295334,0.2274798,0.2974127293737449,0.1868058988630435,0.16342461109161377
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_A05.out.bam,1307709,48604,1307709.0,936237.94,0.0850876,631.71,0.6574628949165344,0.87934124,0.21199223875267187,0.3956594722439527,0.18386529386043549
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_C03.out.bam,1186111,166262,1186111.0,932196.2,0.6807517,298.13,0.3445175290107727,0.14130019,0.015758839355628707,0.3541095361464725,0.458493173122406
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_C04.out.bam,323993,18567,323993.0,987909.8,0.01677686,831.08,0.9631725549697876,0.96816754,0.41766489242416305,0.03427747045662697,0.10023005306720734
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_D02.out.bam,1428011,132610,1428011.0,970427.8,0.7324237,445.51,0.4571405351161957,0.12690769,0.02479357538849809,0.4092349910862743,0.4241888225078583
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_D03.out.bam,551738,97604,551738.0,1007498.2,0.068351805,456.68,0.48928725719451904,0.91621476,0.8156853691670416,0.11702740757514862,0.13409532606601715
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_E04.out.bam,438099,22537,438099.0,1004980.06,0.18043286,293.57,0.0,0.80155057,0.33899738614337965,0.11094401346945286,0.10722018778324127
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_E05.out.bam,591505,21441,591505.0,941959.44,0.00197047,926.38,0.713419497013092,0.9715707,0.26161693233663513,0.12431357063427854,0.11254054307937622
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_F01.out.bam,521935,28696,521935.0,933106.44,0.06939238,405.74,0.7437888383865356,0.9113793,0.2994712965379925,0.10747312148129445,0.11716077476739883
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_F05.out.bam,448240,21478,448240.0,981875.7,0.09101951,781.03,0.9792782068252563,0.87534904,0.348098332783393,0.05080159428296156,0.10816176235675812
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_G03.out.bam,485385,36249,485385.0,930945.7,0.59317946,220.53,0.10395223647356033,0.34994432,0.4705989540510144,0.13370155044083218,0.18577738106250763
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_G04.out.bam,1950704,170582,1950704.0,972448.75,0.4064793,621.83,0.6048818826675415,0.5894831,0.029291402214284192,0.325461632908923,0.40849027037620544
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_G05.out.bam,1179410,60029,1179410.0,1001405.6,0.38643122,569.85,0.8335220813751221,0.62509334,0.44196821561083943,0.07555005366308594,0.13327160477638245
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_H01.out.bam,359629,16932,359629.0,995709.25,0.03127265,747.52,0.9903231263160706,0.94045186,0.28868918511929553,0.006459322706973121,0.10275503993034363
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_H02.out.bam,370944,15901,370944.0,991850.94,0.09606022,707.56,0.9670302867889404,0.87214255,0.272558592198167,0.04359486248938712,0.10889805108308792
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_H05.out.bam,904704,72136,904704.0,985613.9,0.7246915,581.43,0.4880967438220978,0.17230882,0.017787136829794492,0.6019547492221471,0.4311089515686035
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_I01.out.bam,511873,47644,511873.0,1004047.25,0.115559936,218.2,0.5794139504432678,0.8623685,0.3614408825904346,0.07730646707770811,0.12248198688030243
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_I02.out.bam,1604280,148690,1604280.0,954454.5,0.6041688,408.1,0.26327425241470337,0.3030397,0.0340882289457642,0.5092620526642774,0.43002867698669434
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_I03.out.bam,1241982,154895,1241982.0,940269.56,0.27101034,691.86,0.5091859698295593,0.73610085,0.10247135911921337,0.447196411335657,0.33068105578422546
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_I04.out.bam,1232630,89536,1232630.0,955171.44,0.72336817,408.66,0.46776965260505676,0.121500134,0.11163402983122567,0.4043552828705365,0.4447575807571411
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_J05.out.bam,567710,43584,567710.0,970396.56,0.008831203,708.85,0.7367767691612244,0.9697407,0.3085851388882013,0.10898925322012971,0.11974511295557022
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_K05.out.bam,1382307,117444,1382307.0,964310.4,0.43185627,617.42,0.6082106828689575,0.51841694,0.1895606105641966,0.2917050926258864,0.41252782940864563
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_L01.out.bam,578506,42696,578506.0,1001085.5,0.35429126,147.17,0.18319489061832428,0.640291,0.8141140216570262,0.12995046642991848,0.10490325838327408
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_L02.out.bam,1089822,148548,1089822.0,935631.06,0.70794183,289.97,0.4581390619277954,0.12368092,0.03545329892908416,0.4774519652551062,0.36480993032455444
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_L03.out.bam,246130,9048,246130.0,1042556.9,0.0067908764,884.72,0.9491845369338989,0.956697,0.39103307211410904,0.05166343263161543,0.10570592433214188
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_L04.out.bam,419672,31527,419672.0,1004848.1,0.0,1072.42,0.9878690242767334,0.98042154,0.33748651363473153,0.012762097265887954,0.09489502012729645
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_L05.out.bam,1150758,96300,1150758.0,961561.4,0.84941524,324.27,0.42716795206069946,0.004932632,0.04143720318933052,0.5134869986190329,0.4160282015800476
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_N03.out.bam,735852,90977,735852.0,960382.6,0.28665334,548.06,0.683387279510498,0.66651213,0.17379538279946907,0.3016467731352336,0.2635185122489929
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_P03.out.bam,511230,32449,511230.0,1015713.56,0.09553629,714.69,0.9769619107246399,0.8707366,0.31905686392741095,0.027074993277232645,0.11421308666467667
onefilepercell_JR1284_1_1_A12_and_others_S9V4Q:JR1284_1_6_P04.out.bam,254836,26225,254836.0,893067.2,0.015987098,1107.33,0.8441299796104431,0.9526279,0.4751880780521324,0.0516922702154513,0.09179139137268066
