CellID,n_counts
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D03.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_D06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_E05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_G05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_H05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_I05.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_J05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K03.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_K06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L01.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L04.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_L06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M04.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M05.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_M06.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N05.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_N06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_O05.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_4_P05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_A02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_A04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_A06.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_B06.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_C02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_C03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_C06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_D06.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_E02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_F06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_G01.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_G04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_G05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H05.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_H06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I05.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_I06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_J06.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_K06.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_L02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_L05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M05.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_M06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_N06.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O03.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_O05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P04.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_5_P05.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A03.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_A05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_B05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_C05.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_D05.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E02.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_E05.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_F05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_G05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H04.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_H05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I02.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I03.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_I05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J04.out.bam,1096135.6
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_J05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K02.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K03.out.bam,1096135.2
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K04.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_K05.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L01.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L02.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_L05.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N02.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N03.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_N04.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P01.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P02.out.bam,1096135.4
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P03.out.bam,1096135.5
onefilepercell_JR1284_1_1_A12_and_others_O2FQT:JR1284_1_6_P04.out.bam,1096135.5
